wbs_code,depth,name,spec,unit,qty,exec_rate,exec_cost,layer,prod_rate,est_days,wbs_path
1.1.1.1.2.14,6,C.I.P 천공,"토사, Φ500, 토네이도",M,1082.0,45000.0,48690000.0,토사,80,7,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-2. CIP공사 > C.I.P 천공
1.1.1.1.2.15,6,C.I.P 천공,"풍화암, Φ600, 토네이도",M,71.0,60000.0,4260000.0,풍화암,80,1,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-2. CIP공사 > C.I.P 천공
1.1.1.1.3,5,1-1-3. SIDE-PILE공사,,,0.0,0.0,406341000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-3. SIDE-PILE공사
1.1.1.1.3.1,6,H-PILE 천공,"토사, Φ500",M,817.0,45000.0,36765000.0,토사,80,6,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-3. SIDE-PILE공사 > H-PILE 천공
1.1.1.1.3.2,6,H-PILE 천공,"풍화암, Φ500",M,50.0,60000.0,3000000.0,풍화암,80,1,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-3. SIDE-PILE공사 > H-PILE 천공
1.1.1.1.3.3,6,H-PILE 천공,"기반암, Φ500",M,2550.0,120000.0,306000000.0,기반암,80,16,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-3. SIDE-PILE공사 > H-PILE 천공
1.1.1.1.3.4,6,케이싱 설치 및 해체,Φ500,M,817.0,3000.0,2451000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-3. SIDE-PILE공사 > 케이싱 설치 및 해체
1.1.1.1.3.5,6,H파일항타(진동식),H-300x300x10x15,본,240.0,35000.0,8400000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-3. SIDE-PILE공사 > H파일항타(진동식)
1.1.1.1.3.6,6,H-PILE 이음,H-PILE 이음,EA,240.0,180000.0,43200000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-3. SIDE-PILE공사 > H-PILE 이음
1.1.1.1.3.7,6,H-PILE 인발,H-300x300x10x15,M,435.0,15000.0,6525000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-3. SIDE-PILE공사 > H-PILE 인발
1.1.1.1.4,5,1-1-4. POST-PILE공사,,,0.0,0.0,175878000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-4. POST-PILE공사
1.1.1.1.4.1,6,H-PILE 천공,"토사, Φ500, T4",M,261.0,45000.0,11745000.0,토사,120,2,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-4. POST-PILE공사 > H-PILE 천공
1.1.1.1.4.2,6,H-PILE 천공,"풍화암, Φ500, T4",M,22.0,60000.0,1320000.0,풍화암,120,1,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-4. POST-PILE공사 > H-PILE 천공
1.1.1.1.4.3,6,H-PILE 천공,"기반암, Φ500, T4",M,1053.0,120000.0,126360000.0,기반암,120,5,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-4. POST-PILE공사 > H-PILE 천공
1.1.1.1.4.4,6,케이싱 설치 및 해체,Φ500,M,261.0,3000.0,783000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-4. POST-PILE공사 > 케이싱 설치 및 해체
1.1.1.1.4.5,6,H파일항타(진동식),H-300x300x10x15,본,93.0,35000.0,3255000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-4. POST-PILE공사 > H파일항타(진동식)
1.1.1.1.4.6,6,H-PILE 이음,H-300x300x10x15, EA,93.0,180000.0,16740000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-4. POST-PILE공사 > H-PILE 이음
1.1.1.1.4.7,6,H-PILE 인발,H-300x300x10x15,M,1045.0,15000.0,15675000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-4. POST-PILE공사 > H-PILE 인발
1.1.1.1.5,5,1-1-5. 띠장 및 STRUT공사,,,0.0,0.0,127275000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-5. 띠장 및 STRUT공사
1.1.1.1.5.1,6,띠장 설치 및 해체,H-300x300x9x14,M,256.0,30000.0,7680000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-5. 띠장 및 STRUT공사 > 띠장 설치 및 해체
1.1.1.1.5.2,6,띠장 설치 및 해체,H-300x300x10x15,M,10.0,30000.0,300000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-5. 띠장 및 STRUT공사 > 띠장 설치 및 해체
1.1.1.1.5.3,6,띠장 설치 및 해체,H-440x300x11x18,M,1297.0,35000.0,45395000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-5. 띠장 및 STRUT공사 > 띠장 설치 및 해체
1.1.1.1.5.4,6,H-PILE 이음,H-300x200x9x14,EA,22.0,100000.0,2200000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-5. 띠장 및 STRUT공사 > H-PILE 이음
1.1.1.1.5.5,6,H-PILE 이음,H-440x300x11x18,EA,104.0,210000.0,21840000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-5. 띠장 및 STRUT공사 > H-PILE 이음
1.1.1.1.5.6,6,BRACKET 설치 및 해체,L-90x90x10,EA,1108.0,20000.0,22160000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-5. 띠장 및 STRUT공사 > BRACKET 설치 및 해체
1.1.1.1.5.7,6,홈메우기 설치 및 해체,,EA,1108.0,25000.0,27700000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-5. 띠장 및 STRUT공사 > 홈메우기 설치 및 해체
1.1.1.1.6,5,1-1-6. 합성버팀보공사 (TLS),,,0.0,0.0,336826000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS)
1.1.1.1.6.1,6,STRUT 설치 및 철거,H-300x300x10x15,M,49.0,45000.0,2205000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > STRUT 설치 및 철거
1.1.1.1.6.2,6,STRUT 제작,H-300x300x10x15,개소,30.0,150000.0,4500000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > STRUT 제작
1.1.1.1.6.3,6,합성버팀보 설치 및 철거,ㅁ-460x460x12 (0.2M),SET,49.0,6000.0,294000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > 합성버팀보 설치 및 철거
1.1.1.1.6.4,6,합성버팀보 설치 및 철거,ㅁ-460x460x12 (0.5M),SET,62.0,16000.0,992000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > 합성버팀보 설치 및 철거
1.1.1.1.6.5,6,합성버팀보 설치 및 철거,ㅁ-460x460x12 (1.0M),SET,55.0,32000.0,1760000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > 합성버팀보 설치 및 철거
1.1.1.1.6.6,6,합성버팀보 설치 및 철거,ㅁ-460x460x12 (2.0M),SET,51.0,64000.0,3264000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > 합성버팀보 설치 및 철거
1.1.1.1.6.7,6,합성버팀보 설치 및 철거,ㅁ-460x460x12 (3.0M),SET,63.0,96000.0,6048000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > 합성버팀보 설치 및 철거
1.1.1.1.6.8,6,합성버팀보 설치 및 철거,ㅁ-460x460x12 (6.0M),SET,54.0,192000.0,10368000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > 합성버팀보 설치 및 철거
1.1.1.1.6.9,6,합성버팀보 설치 및 철거,ㅁ-460x460x12 (9.0M),SET,9.0,288000.0,2592000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > 합성버팀보 설치 및 철거
1.1.1.1.6.10,6,합성버팀보 설치 및 철거,ㅁ-460x460x12 (10.0M),SET,295.0,320000.0,94400000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > 합성버팀보 설치 및 철거
1.1.1.1.6.11,6,합성버팀보 잭 설치 및 철거,,SET,198.0,45000.0,8910000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > 합성버팀보 잭 설치 및 철거
1.1.1.1.6.12,6,합성버팀보 단부 연결 및 해체,,EA,396.0,45000.0,17820000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > 합성버팀보 단부 연결 및 해체
1.1.1.1.6.13,6,합성버팀보 회전화타 설치 및 철거,,EA,302.0,53000.0,16006000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > 합성버팀보 회전화타 설치 및 철거
1.1.1.1.6.14,6,TLS 중앙부 설치 및 철거,ㅁ-460x460x12,개소,440.0,50000.0,22000000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > TLS 중앙부 설치 및 철거
1.1.1.1.6.15,6,TLS 고정앵글 설치 및 철거,L=500MM,개소,468.0,40000.0,18720000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > TLS 고정앵글 설치 및 철거
1.1.1.1.6.16,6,스티프너 설치 및 철거,,EA,1584.0,18000.0,28512000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > 스티프너 설치 및 철거
1.1.1.1.6.17,6,밀림방지 설치 및 철거,L-1,개소,356.0,35000.0,12460000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > 밀림방지 설치 및 철거
1.1.1.1.6.18,6,받침빔 설치 및 철거,ㄷ-380x100x10.5x16,M,1759.0,25000.0,43975000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > 받침빔 설치 및 철거
1.1.1.1.6.19,6,받침빔 연결 및 해체,ㄷ-380x100x10.5x16,개소,140.0,50000.0,7000000.0,,,,직접공사비 > 토목공사 > 토공사 > 1-1. 토목 및 흙막이공사 > 1-1-6. 합성버팀보공사 (TLS) > 받침빔 연결 및 해체
